szerzõ,cím,leltári szám,vonalkód,ISBN szám,beszerzési dátum,kiadási év,szállító,dokumentum típus,statisztikai besorolás
"Twain, Mark","Tom Sawyer léghajón ; Tom Sawyer, a detektív",2-003500,2868431,9631141306,    .  .  ,1985,???,könyv,???
"Vangeli, Spiridon Stepanoviè",Guguce kalandjai,2-003501,2872759,9631137449,    .  .  ,1984,???,könyv,???
Varga Katalin,Tündérek éjszakája,2-003502,2871318,9637895221,    .  .  ,1991,???,könyv,???
Veress Miklós,Égimódi csavargó,2-003506,2873626,9631137309,    .  .  ,1984,???,könyv,???
Verne Gyula,A rejtelmes sziget,2-003507/01,2868059,9631164466,    .  .  ,1989,???,könyv,???
Verne Gyula,A rejtelmes sziget,2-003507/02,2868103,9631164466,    .  .  ,1989,???,könyv,???
"Webster, Jean",Kedves Ellenségem!,2-003508,2869131,9631165396,    .  .  ,1989,???,könyv,???
Zelk Zoltán,Új mese a négy vándorról,2-003511,2873275,9631135782,    .  .  ,1984,???,könyv,???
"Zimecki, Tadeusz",Vakáció a kenguruk szigetén,2-003512,2869056,9631135586,    .  .  ,1984,???,könyv,???
Mandel Róbert,Magyar népi hangszerek,2-003514,2864969,9631151409,    .  .  ,1986,???,könyv,???
Matthaeidesz Konrád,Elõdeink fegyverei,2-003515,2885988,9631139891,    .  .  ,1985,???,könyv,???
Csaba György,Égitestek,2-003517,2885926,9631164934,    .  .  ,1989,???,könyv,???
Tóth Loránd,"Ejtõernyõk, siklószárnyak",2-003518,2886114,9631151433,    .  .  ,1987,???,könyv,???
Kósa Géza,"Magvak, termések",2-003519,2885889,9631167178,    .  .  ,1991,???,könyv,???
Bálint Sándor,Versenyautók,2-003521,2885964,9631167860,    .  .  ,1991,???,könyv,???
Podani János,"Trópusi csigák, kagylók",2-003522,2885780,9631155595,    .  .  ,1988,???,könyv,???
Pénzes Bethen,Állatkerti emlõsök,2-003524,2884165,9631155196,    .  .  ,1978,???,könyv,???
Schmidt Egon,Kisemlõsök,2-003525,2886756,9631139840,    .  .  ,1985,???,könyv,???
Sisa József,Híres magyar templomok,2-003526,2886015,9631165388,    .  .  ,1989,???,könyv,???
Podani János,Tengeri állatok 1.,2-003527,2885520,9631142574,    .  .  ,1986,???,könyv,???
Sulyok Mária,Szobanövények,2-003529,2883861,,    .  .  ,1988,???,könyv,???
Sulyok Mária,Trópusi orchideák,2-003530,2886657,9631144305,    .  .  ,1986,???,könyv,???
Hunyadi Károly,Gyomnövények,2-003531,2886077,9631153649,    .  .  ,1987,???,könyv,???
,Madarak,2-003532,2885933,9631167100,    .  .  ,1991,???,könyv,???
Bába Károly,"Medúzák, zsákállatok",2-003533,2885834,9631167119,    .  .  ,1991,???,könyv,???
Pénzes Bethen,Tengeri állatok 2.,2-003534,2885766,9631151875,    .  .  ,1987,???,könyv,???
Agócsy Pál,"Kaktuszok, pozsgások",2-003535,2886701,9631141357,    .  .  ,1985,???,könyv,???
Mészáros Zoltán,"Szitakötõk, kérészek, hangyalesõk",2-003536,2885612,963113766X,    .  .  ,1984,???,könyv,???
Priszter Szaniszló dr.,"Hagymások, gumósok",2-003538,2886800,9631136019,    .  .  ,1984,???,könyv,???
Kósa Géza,Havasi virágok,2-003539,2885711,9631135985,    .  .  ,1984,???,könyv,???
"Hargreaves, Brian",Lepkék,2-003540,2885728,9632818962,    .  .  ,1987,???,könyv,???
"Shakespeare, William",Öt dráma,2-003543,2865669,9630753189,    .  .  ,1991,???,könyv,???
Móricz Zsigmond,Móricz Zsigmond válogatott novellái,2-003547,2864150,9631534987,    .  .  ,1988,???,könyv,???
Kósa Géza,Kína kerti virágai,2-003548,2885971,9631150763,    .  .  ,1986,???,könyv,???
Murayné Szy Éva,Játékos beszédnevelés,2-003549,2875132,9635643578,    .  .  ,1988,???,könyv,???
Vargyas Lajos,Magyar népballadák,2-003550,2876139,9630756374,    .  .  ,1994,???,könyv,???
"Legendre, Philippe",Hogyan rajzoljunk erdei állatokat?,2-003551,2872391,963771040X,    .  .  ,1994,???,könyv,???
"Legenre, Philippe",Hogyan rajzoljunk háziállatokat?,2-003552,2873138,9637710418,    .  .  ,1994,???,könyv,???
,"44 híres eposz, verses regény, elbeszélõ költemény",2-003553,2864426,963117137X,    .  .  ,1994,???,könyv,???
"Brontë, Charlotte",A különös tanítvány,2-003554,2851884,9637523200,    .  .  ,1992,???,könyv,???
"Christie, Agatha",Temetni veszélyes,2-003555,2848181,9630756498,    .  .  ,1994,???,könyv,???
Rónaszegi Éva,Március idusa : iskolai segédanyag,2-003557,2864884,9638304847,    .  .  ,1994,???,könyv,???
Tamási Áron,Ábel : [ trilógia],2-003559,2867656,9631544281,    .  .  ,1993,???,könyv,???
"Le Prince, F.",Holt kéz,2-003560,2853482,9638367008,    .  .  ,1993,???,könyv,???
Tamási Áron,Ábel : [ trilógia],2-003561,2867557,9631544281,    .  .  ,1993,???,könyv,???
Somos Béla,"Irodalom : érettségizõknek, felvételizõknek",2-003563,2875422,9631852881,    .  .  ,1994,???,könyv,???
Lengyel Dénes,Régi magyar mondák,2-003564,2860527,,    .  .  ,1994,???,könyv,???
Sánta Ferenc,Halálnak halála : a szerzõ válogatása életmûvébõl,2-003565,2865782,9638129786,    .  .  ,1994,???,könyv,???
"Santavuori, Martti",A fejedelem útja,2-003566,2865881,9638129433,    .  .  ,1993,???,könyv,???
"Harrison, Kathryn",Jelmezek : csináld magad !,2-003567,2879536,9638513705,    .  .  ,1994,???,könyv,???
Kristó Nagy István,A világirodalom története,2-003568/01,2882857,9637685278,2004.05.13,1993,???,könyv,???
Kristó Nagy István,A világirodalom története,2-003568/02,2882604,9637685278,    .  .  ,1993,???,könyv,???
"Taylor, Linda",Vár rád a szerelem,2-003570,2867397,9637924477,    .  .  ,1994,???,könyv,???
"Saint Etienne, Anton de",A kis herceg visszatér,2-003571,2872315,9637719679,    .  .  ,1994,???,könyv,???
"Piòol, Roser",Bábuk : Játszunk bábszínházat,2-003572,2878133,9637710442,    .  .  ,1994,???,könyv,???
"Piòol, Roser","A papír : tépés, vágás, ragasztás",2-003574,2878331,9637710450,    .  .  ,1994,???,könyv,???
,99 híres magyar vers és értelmezése,2-003575,2859163,9631171388,    .  .  ,1994,???,könyv,???
"Christie, Agatha",A vád tanúja és más történetek,2-003576,2848174,963841345X,    .  .  ,1994,???,könyv,???
"London, Jack",A vén kalóz kincse,2-003577,2859606,9638367040,    .  .  ,1994,???,könyv,???
,Ballagási emlékkönyv,2-003578,2875538,,    .  .  ,1994,???,könyv,???
,"Húsvéti harangszó : iskolai segédanyag : versek, dalok, jelenetek",2-003580,2864983,9638304855,    .  .  ,1994,???,könyv,???
Batsányi János,Batsányi János össszes költeményei,2-003582,2852911,9631856208,    .  .  ,1994,???,könyv,???
"Blake, Jennifer",A vágy fogságában,2-003584,2852546,9634340148,    .  .  ,1994,???,könyv,???
"Blake, Jennifer",A vágy fogságában,2-003585,2852539,9634340148,    .  .  ,1994,???,könyv,???
"Christie, Agatha",A vád tanúja és más történetek,2-003586,2848167,963841345X,    .  .  ,1994,???,könyv,???
"Weber, B.",Az égszinkék nyulacska,2-003587,2871745,,    .  .  ,1994,???,könyv,???
Dupka György,Hét csillag : mesék óvodásoknak és kisiskolásoknak,2-003588,2873152,9638129654,    .  .  ,1993,???,könyv,???
"Le Prince, F.",Holt kéz,2-003589,2860329,9638367008,    .  .  ,1993,???,könyv,???
Szerb Antal,Magyar irodalom történet,2-003591,2882444,9631419789,    .  .  ,É.N.,???,könyv,???
"Dumas, Alexandre",A három testõr,2-003592,2853475,9637888594,    .  .  ,1994,???,könyv,???
"Salgari, Emilio",A kalózbáró diadala,2-003594,2865492,9637888519,    .  .  ,1994,???,könyv,???
Frank Júlia,"Süssünk, süssünk valamit!",2-003595,2878058,9637744304,    .  .  ,1993,???,könyv,???
Szepesi Attila,A Mikulás lámpája,2-003596,2867175,9631171167,    .  .  ,1993,???,könyv,???
,A férfi és a nõ : bevezetés a szexualitásba,2-003597,2877198,9637937250,    .  .  ,1994,???,könyv,???
Makk Ferenc,Korai magyar történeti lexikon : 9-14. század,2-003598,2882536,9630567229,    .  .  ,1994,???,könyv,???
"Cocteau, Jean",Vásott kölykök,2-003599,2848099,9637548408,    .  .  ,1994,???,könyv,???
Rónaszegi Miklós,Az a híres Háry János,2-003601,2865850,9634504914,    .  .  ,1994,???,könyv,???
,Liliomfi : három XIX. századi dráma : A kérõk ; Liliomfi ; A proletárok,2-003602,2860787,9630756765,    .  .  ,1994,???,könyv,???
"Allais, Alphonse",Horgász a pácban avagy a Blaireau-ügy,2-003603,2856049,9637815589,    .  .  ,1994,???,könyv,???
Fodor Ágnes,Larousse : A természet enciklopédiája : Földünk növény- és állatvilága,2-003604,2883298,9637495320,    .  .  ,1994,???,könyv,???
Bereményi Géza,Dalok : Cseh Tamás zenéjére,2-003605,2852751,9630413639,    .  .  ,1991,???,könyv,???
Küllõs Imola,Népköltészet,2-003606,2876238,9638350512,    .  .  ,1994,???,könyv,???
Pelle Józsefné,Fõzõiskola,2-003607,2877747,963838204X,    .  .  ,1994,???,könyv,???
Lázár Katalin,Keresztrejtvényfejtõ zseblexikon,2-003608,2884172,9638053011,    .  .  ,1994,???,könyv,???
,"Sportkódex A-Z Sportegyesületek, sportszervezetek név- és címjegyzéke",2-003609,2883564,,    .  .  ,1994,???,könyv,???
Hegedûs Géza,A magyar irodalom arcképcsarnoka,2-003611/01,2882390,9637685316,    .  .  ,1993,???,könyv,???
Hegedûs Géza,A magyar irodalom arcképcsarnoka,2-003611/02,2882901,9637685316,    .  .  ,1993,???,könyv,???
"Chrisholm, Jane","Világtörténelem : / Tények , adatok, és évszámok.../",2-003612,2882048,9638227931,    .  .  ,1994,???,könyv,???
"Quesnel, Alain",Egyiptom,2-003613,2873749,963846609X,    .  .  ,1994,???,könyv,???
,88 híres vers és értelmezése a világirodalomból,2-003614,2880020,963117185X,    .  .  ,1994,???,könyv,???
Chászárné Simon Alice,Bábos mesekönyv óvodásoknak és kisiskolásoknak,2-003615,2875583,9631859762,    .  .  ,1994,???,könyv,???
"Cook, Robin",Halálfélelem,2-003616,2848075,9637930795,    .  .  ,1989,???,könyv,???
Jókai Mór,Elbeszélések,2-003619,2858371,9637519521,    .  .  ,1994,???,könyv,???
"Verne, Jules",Város a levegõben : regény,2-003620,2868257,9638409967,    .  .  ,1994,???,könyv,???
"Cartland, Barbara",A szív szava,2-003621,2848334,9637790667,    .  .  ,1993,???,könyv,???
"Crane, Elizabeth",Múlt idõk rabja,2-003622,2847832,9637709673,    .  .  ,1993,???,könyv,???
,Játszik a család : 100 játékötlet szükõknek és gyerekeknek,2-003624,2879574,9637710310,    .  .  ,1993,???,könyv,???
Jókai Mór,Elbeszélések,2-003625,2858227,9637519521,    .  .  ,1994,???,könyv,???
Jókai Mór,Elbeszélések,2-003626,2858272,9637519521,    .  .  ,1994,???,könyv,???
"May, Karl",A fekete táltos : kalandozások az indiánok földjén,2-003627,2861364,9638354070,    .  .  ,1993,???,könyv,???
Móra Ferenc,Ének a búzamezõkrõl,2-003628,2862484,9631170136,    .  .  ,1993,???,könyv,???
Nemere István,Gyémántvadászok,2-003629,2864570,9631170209,    .  .  ,1993,???,könyv,???
Bedécs Gyula,Gyõr-Moson-Sopron megye települései,2-003630,2869322,963758630X,    .  .  ,1994,???,könyv,???
Aczél Géza,Ötven nagyon fontos regény,2-003631,2880075,9638516356,    .  .  ,1994,???,könyv,???
"Knight, Eric",Lassie hazatér,2-003632,2860008,9638396474,    .  .  ,1995,???,könyv,???
"Montgomery, Lucy Maud",Váratlan utazás [1],2-003633,2862453,9636540209,    .  .  ,1995,???,könyv,???
"Steel, Danielle",Vele vagy nélküle,2-003635,2866079,9630757737,    .  .  ,1995,???,könyv,???
,111 híres külföldi regény,2-003636/01,2880273,9631172384,    .  .  ,1995,???,könyv,???
,111 híres külföldi regény,2-003636/02,2880266,9631172384,    .  .  ,1995,???,könyv,???
"Disney, Walt",A dzsungel könyve,2-003639,2873596,9638399449,    .  .  ,1994,???,könyv,???
Móra Ferenc,Nagyapó állatai,2-003640,2870847,8071490741,    .  .  ,1994,???,könyv,???
Benedek Elek,Szélelyföldi mondák és mesék,2-003641,2871424,973260333X,    .  .  ,1993,???,könyv,???
"Disney, Walt","Arielle, a kis hableány",2-003642,2872421,9638399341,    .  .  ,1994,???,könyv,???
"Disney, Walt",Hamupipõke,2-003643,2872476,9638399805,    .  .  ,1995,???,könyv,???
"Cook, Robin",Agy,2-003644,2848082,9637930833,    .  .  ,1994,???,könyv,???
Jókai Mór,Elbeszélések,2-003645,2858326,9637519521,    .  .  ,1994,???,könyv,???
Donkó László,Édesanyám rózsafa : anyák napi mûsor,2-003647,2870090,,    .  .  ,1995,???,könyv,???
Lázár Katalin,Óriás rejtvényfejtõ lexikon,2-003649,2884127,9638053143,    .  .  ,1995,???,könyv,???
Benedek Elek,Az aranyalma,2-003650,2873671,9638538805,    .  .  ,1995,???,könyv,???
Benedek Elek,Hazánk története : Történelmi olvasókönyv,2-003651,2884202,9638538600,    .  .  ,1995,???,könyv,???
"Courths-Mahler, Hedwig",Rudolf bácsi öröksége,2-003652,2847931,9638060191,    .  .  ,1995,???,könyv,???
"Hirata, Shogo",Ali Baba és a negyven rabló,2-003653,2872124,9636050821,    .  .  ,1995,???,könyv,???
Illyés Gyula,Kacor király és más mesék,2-003654,2873411,9638492104,    .  .  ,1995,???,könyv,???
Borbély János,Kisalföldi kalendárium 1995,2-003655,2859415,,    .  .  ,1994,???,könyv,???
Fekete Gyula,"Verses gyerekszínpad : iskolai ünnepségekre, anyák napjára",2-003656,2870243,9638129360,    .  .  ,1993,???,könyv,???
Fekete Gyula,Esztendõre vagy kettõre,2-003657,2854298,9638129352,    .  .  ,1993,???,könyv,???
"Dumas, Alexandre",Korzikai testvérek ; Herminie,2-003658,2853413,9638129204,    .  .  ,1993,???,könyv,???
Barsi Ernõ,Daloló Szigetköz,2-003659,2875408,9630451573,    .  .  ,1995,???,könyv,???
Benedek Elek,Nagy mesekönyv,2-003661,2873619,9635830157,    .  .  ,1994,???,könyv,???
"Heinrich, Marc",365 esti mese,2-003662,2870762,9638521449,    .  .  ,1994,???,könyv,???
,A bambuszhercegnõ,2-003663,2870519,9636050201,    .  .  ,1994,???,könyv,???
,A halászfiú és a teknõsbéka,2-003664,2870465,963605021X,    .  .  ,1994,???,könyv,???
"Baresch, Martin",Kalandos történetek,2-003666,2871523,963839952X,    .  .  ,1994,???,könyv,???
Gálik Péter,"Diák Murphy, avagy A problémák kezdete nem esik egybe  a felnõttkor kezdetével",2-003668,2856483,963846626X,    .  .  ,1995,???,könyv,???
Benedek Elek,Nagy mesekönyv,2-003669,2873350,9635830181,    .  .  ,1994,???,könyv,???
Tárnok Zoltán,Curriculum vitae : 30 kortárs magyar író önéletrajza,2-003670,2880563,9638464305,    .  .  ,1995,???,könyv,???
Fedor Ágnes,Állatóvoda,2-003671,2870663,9631172716,    .  .  ,1995,???,könyv,???
Gárdonyi Géza,Állatmesék,2-003672,2872322,9638278064,    .  .  ,1995,???,könyv,???
Hegedûs Mária,Körkép : huszonhárom mai magyar író kisprózája,2-003673,2859910,,    .  .  ,1995,???,könyv,???
Sütõ András,Színmûvek / Sütõ András,2-003674,2866260,963056890X,    .  .  ,1995,???,könyv,???
Bán Zoltán András,Szép versek 1995,2-003675,2866680,,    .  .  ,1995,???,könyv,???
Vámos Miklós,Anya csak egy van,2-003676,2868349,9637853391,    .  .  ,2006,???,könyv,???
,66 híres magyar regény,2-003678,2880624,9631172392,    .  .  ,1995,???,könyv,???
Fürstné Kólyi Erzsébet,Hogyan viselkedjem?: Hasznos tanácsok tizenéveseknek és szüleiknek,2-003680,2876399,9638332123,    .  .  ,1990,???,könyv,???
"Pease, Allan",Testbeszéd : gondolatolvasás gesztusokból,2-003681,2874371,963530157X,    .  .  ,1995,???,könyv,???
"Pease, Allan",Szó-beszéd : A társalgás mûvészete,2-003682,2874425,9635301189,    .  .  ,1995,???,könyv,???
Nyírõ József,A sibói bölény,2-003683,2863252,9638199806,    .  .  ,1995,???,könyv,???
Karinthy Frigyes,Így láttátok ti,2-003684,2859293,9638199113,    .  .  ,1994,???,könyv,???
Zsigri Gyula,21 válogatott kártyajáték,2-003685,2879628,9638199075,    .  .  ,1993,???,könyv,???
"Chester, Pamela",A szerelem útvesztõi,2-003686,2848273,9638199482,    .  .  ,1993,???,könyv,???
Tömörkény István,Rónasági csodák,2-003687,2868271,9638199172,    .  .  ,1996,???,könyv,???
Móra Ferenc,Csilicsali Csalavári Csalavér,2-003688,2873435,9638199253,    .  .  ,1994,???,könyv,???
Benedek Elek,"Karácsonyfa : Versek, mesék gyerekeknek",2-003689,2871271,9638199431,    .  .  ,1993,???,könyv,???
Gaál Mózes,Achilles haragja,2-003690,2870571,963819944X,    .  .  ,1993,???,könyv,???
"Dahl, Roald",Meghökkentõ mesék,2-003691,2854540,9638199466,    .  .  ,1986,???,könyv,???
"Tolkien, John Ronald Reuel",A gyûrû keresése,2-003692,2867823,9638199725,    .  .  ,1995,???,könyv,???
"Aytüre-Scheele, Zülal",Csodálatos origami : Papírhajtogatás kicsiknek és nagyoknak,2-003693,2875590,9638199695,    .  .  ,1995,???,könyv,???
"Doyle, Arthur Conan",A bíborvörös dolgozószoba,2-003694,2853543,9638199105,    .  .  ,1993,???,könyv,???
"Doyle, Arthur Conan",A négyek jele : Sherlock Holmes 2,2-003695,2853529,9638199393,    .  .  ,1993,???,könyv,???
Rejtõ Jenõ,Bradley Tamás visszaüt,2-003696,2864037,963819927X,    .  .  ,1993,???,könyv,???
